Nivel;Nivel_Unificado;Gestión;Supervisión;Escuela_ID;CUE;subcue;Número;Anexo;Número_Anexo;Escuela;Departamento;Localidad;zona;AMBITO;Regional
Primario;Primario;Pública;40 - Primario;28;5001001;00;1057;0;1057-0;EUGENIO JARDEL;JUNIN;MEDRANO;110%;Rural;ESTE
Primario;Primario;Pública;18 - Primario;29;5001017;0;1061;0;1061-0;CORONEL PEDRO JOSÉ DIAZ;TUNUYÁN;VISTA FLORES;80%;Urbano;CENTRO-SUR
Primario;Primario;Pública;19 - Primario;30;5000669;0;1064;0;1064-0;RÍO NEGRO;SAN CARLOS;PAREDITAS;80%;Rural marginal;CENTRO-SUR
Primario;Primario;Pública;05 - Primario;31;5000430;0;1065;0;1065-0;JUAN GALO LAVALLE;LAVALLE;VILLA TULUMAYA (CIUDAD);60%;Urbano;NORTE
Primario;Primario;Pública;20 - Primario;32;5000989;0;1066;0;1066-0;JUAN BAUTISTA ALBERDI;TUPUNGATO;EL PERAL;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;47 - Primario;33;5000970;00;1067;0;1067-0;ROSA ISABEL TREBES DE TORRES;TUNUYÁN;COLONIA LAS ROSAS;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;25 - Primario;34;5000348;0;1068;0;1068-0;VENTURA SEGURA;SANTA ROSA;LA DORMIDA;80%;Rural;ESTE
Primario;Primario;Pública;06 - Primario;35;5000423;0;1069;0;1069-0;JOSÉ MARÍA GUTIÉRREZ;LAVALLE;COSTA DE ARAUJO;110%;Rural;NORTE
Primario;Primario;Pública;49 - Primario;36;5001191;00;1070;0;1070-0;CAPITAL FEDERAL;GRAL. ALVEAR;GENERAL ALVEAR;40%;Urbano marginal;SUR
Primario;Primario;Pública;39 - Primario;37;5000244;00;1073;0;1073-0;VIRGEN DE LA CARRODILLA;LUJÁN DE CUYO;VISTALBA;60%;Rural;CENTRO
Primario;Primario;Pública;54 - Primario;38;5000016;00;1074;0;1074-0;FRANCISCO N. DE LAPRIDA;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;NORTE
Primario;Primario;Pública;11 - Primario;39;5001173;0;1075;0;1075-0;CORDILLERA DE LOS ANDES;GODOY CRUZ;PTE. SARMIENTO;60%;Marginal;CENTRO
Primario;Primario;Pública;10 - Primario;40;5000617;0;1077;0;1077-0;PROVINCIA DE BUENOS AIRES;GODOY CRUZ;LAS TORTUGAS;40%;Urbano marginal;CENTRO
Primario;Primario;Pública;11 - Primario;41;5000639;0;1078;0;1078-0;SANTIAGO DEL ESTERO;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;42 - Primario;42;5001087;00;1079;0;1079-0;ARGENTINOS URUGUAYOS;SAN RAFAEL;VILLA ATUEL;80%;Urbano marginal;SUR
Primario;Primario;Pública;30 - Primario;43;5000473;00;1080;0;1080-0;JORGE LUIS BORGES;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;SUR
Primario;Primario;Pública;33 - Primario;44;5001212;00;1084;0;1084-0;DEOCLECIO GARCÍA;SAN RAFAEL;CUADRO NACIONAL;110%;Rural;SUR
Primario;Primario;Pública;39 - Primario;45;5000245;00;1085;0;1085-0;DAVID DIAZ GASCOGNE;LUJÁN DE CUYO;LAS COMPUERTAS;80%;Rural;CENTRO
Primario;Primario;Pública;04 - Primario;46;5000165;0;1087;0;1087-0;ABDON ABRAHAM;LAS HERAS;EL PASTAL;80%;Rural;NORTE
Primario;Primario;Pública;15 - Primario;47;5000224;0;1089;0;1089-0;LA SUPERIORA;MAIPÚ;RUSELL;60%;Rural;CENTRO
Primario;Primario;Pública;16 - Primario;48;5000839;0;1090;0;1090-0;DR. MEDARDO ORTIZ;LUJÁN DE CUYO;CARRODILLA;60%;Rural;CENTRO
Primario;Primario;Pública;05 - Primario;49;5000404;0;1093;0;1093-0;CERVANTES;LAVALLE;JOCOLÍ VIEJO;80%;Rural marginal;NORTE
Primario;Primario;Pública;42 - Primario;50;5001058;00;1094;0;1094-0;JACINTO BOTANA;SAN RAFAEL;LAS MALVINAS;110%;Rural;SUR
Primario;Primario;Pública;14 - Primario;51;5001106;0;1095;0;1095-0;JUAN CRISOSTOMO LAFINUR;MAIPÚ;FRAY LUIS BELTRÁN;80%;Urbano;CENTRO
Primario;Primario;Pública;53 - Primario;52;5000925;00;1096;0;1096-0;JOHN F. KENNEDY;MAIPÚ;RODEO DEL MEDIO;60%;Urbano;CENTRO
Primario;Primario;Pública;07 - Primario;53;5000821;0;1097;0;1097-0;ALMAFUERTE;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
Primario;Primario;Pública;54 - Primario;54;5000745;00;1098;0;1098-0;CARMEN PONCE DE VIDELA;CAPITAL;6º SECCION - RESIDENCIAL NORTE;60%;Urbano marginal;NORTE
Primario;Primario;Pública;20 - Primario;55;5001029;0;1099;0;1099-0;VICENTE GIL;TUPUNGATO;SAN JOSÉ;80%;Rural;CENTRO-SUR
Primario;Primario;Pública;55 - Primario;56;5001229;00;1101;0;1101-0;CMTE.JOSÉ ANTONIO SALAS;SAN RAFAEL;CUADRO NACIONAL;80%;Urbano marginal;SUR
Primario;Primario;Pública;35 - Primario;57;5000703;00;1102;0;1102-0;ENTRE RÍOS;GRAL. ALVEAR;COLONIA ALVEAR OESTE;80%;Urbano marginal;SUR
Primario;Primario;Pública;58 - Primario;58;5000145;00;1104;0;1104-0;LEOPOLDO LUGONES;GUAYMALLÉN;COLONIA SEGOVIA;80%;Rural;NORTE
Primario;Primario;Pública;56 - Primario;59;5000990;00;1105;0;1105-0;LINDOR CASTILLO;TUPUNGATO;LA ARBOLEDA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;01 - Primario;60;5000762;0;1106;0;1106-0;DR. JUAN AGUSTÍN MAZA;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano marginal;NORTE
Primario;Primario;Pública;26 - Primario;61;5000396;0;1107;0;1107-0;GENOVEVA VILLANUEVA;RIVADAVIA;REDUCCIÓN DEL MEDIO;110%;Rural;ESTE
Primario;Primario;Pública;12 - Primario;62;5000631;0;1108;0;1108-0;DR. JULIO LEMOS;GODOY CRUZ;VILLA HIPODROMO;10%;Urbano;CENTRO
Primario;Primario;Pública;54 - Primario;63;5000015;00;1110;0;1110-0;MANUEL LAINEZ;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;NORTE
Primario;Primario;Pública;46 - Primario;64;5000540;00;1111;0;1111-0;LINO HUDSON;SAN MARTÍN;CHAPANAY;110%;Rural;ESTE
Primario;Primario;Pública;45 - Primario;65;5000896;00;1112;0;1112-0;CHACABUCO;GUAYMALLÉN;KM 11;40%;Urbano marginal;NORTE
Primario;Primario;Pública;46 - Primario;66;5001104;00;1113;0;1113-0;JOSÉ A.BOLAÑOS;SAN MARTÍN;SAN MARTÍN;40%;Urbano marginal;ESTE
Primario;Primario;Pública;46 - Primario;66;5001104;00;1113;0;1113-0;JOSÉ A.BOLAÑOS;SAN MARTÍN;SAN MARTÍN;40%;Urbano marginal;ESTE
Primario;Primario;Pública;15 - Primario;67;5000318;0;1114;0;1114-0;FRANCISCO E.CALLE;MAIPÚ;FRAY LUIS BELTRÁN;80%;Rural;CENTRO
Primario;Primario;Pública;47 - Primario;68;5000973;00;1115;0;1115-0;REPÚBLICA ARGENTINA;TUNUYÁN;LOS SAUCES;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;11 - Primario;69;5000641;0;1116;0;1116-0;DR. TOMÁS GODOY CRUZ;GODOY CRUZ;GODOY CRUZ;60%;Urbano;CENTRO
Primario;Primario;Pública;47 - Primario;70;5000972;00;1119;0;1119-0;EJÉRCITO DE LOS ANDES;TUNUYÁN;VILLA SECA;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;08 - Primario;71;5000203;0;1120;0;1120-0;JOSE RUDECINDO PONCE;GUAYMALLÉN;SAN JOSÉ;10%;Urbano;NORTE
Primario;Primario;Pública;15 - Primario;72;5000508;0;1121;0;1121-0;CABILDO ABIERTO;MAIPÚ;LUNLUNTA;80%;Rural;CENTRO
Primario;Primario;Pública;04 - Primario;73;5000151;0;1122;0;1122-0;BENJAMÍN MATIENZO;LAS HERAS;EL ZAPALLAR;40%;Urbano marginal;NORTE
Primario;Primario;Pública;02 - Primario;74;5000031;0;1123;0;1123-0;PATRICIAS MENDOCINAS;CAPITAL;2º SECCION - RESIDENCIAL BARRIO CIVICO;10%;Urbano;NORTE
Primario;Primario;Pública;42 - Primario;75;5001214;00;1124;0;1124-0;SANTOS BIRITOS;SAN RAFAEL;LAS MALVINAS;110%;Rural;SUR
Primario;Primario;Pública;32 - Primario;76;5000700;00;1125;0;1125-0;MERCEDES MAURE;SAN RAFAEL;GOUDGE;110%;Rural;SUR
Primario;Primario;Pública;04 - Primario;77;5000860;0;1126;0;1126-0;CORONEL CASIMIRO RECUERO;LAS HERAS;EL BORBOLLÓN;80%;Marginal;NORTE
Primario;Primario;Pública;05 - Primario;78;5000407;0;1127;0;1127-0;ELIAS VILLANUEVA;LAVALLE;JOCOLÍ VIEJO;110%;Rural;NORTE
Primario;Primario;Pública;49 - Primario;79;5001184;00;1128;0;1128-0;SEBASTIAN SAMPER;GRAL. ALVEAR;LOS COMPARTOS;80%;Rural;SUR
Primario;Primario;Pública;50 - Primario;80;5000169;00;1129;0;1129-0;COMBATE DE POTRERILLOS;LAS HERAS;USPALLATA;110%;Rural frontera;NORTE
Primario;Primario;Pública;48 - Primario;81;5000688;00;1130;0;1130-0;CARMEN ZAPATA DE CORVALAN;SAN RAFAEL;EL CERRITO;80%;Rural;SUR
Primario;Primario;Pública;55 - Primario;82;5000479;00;1131;0;1131-0;ANTONIO EPIFANIO DIAZ;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;SUR
Primario;Primario;Pública;05 - Primario;83;5000402;0;1132;0;1132-0;FÉLIX SALVATIERRA;LAVALLE;ALTO DEL OLVIDO;110%;Rural;NORTE
Primario;Primario;Pública;33 - Primario;84;5000668;00;1133;0;1133-0;MARTÍN PALERO;SAN RAFAEL;MONTE COMAN;80%;Rural;SUR
Primario;Primario;Pública;32 - Primario;85;5000702;00;1134;0;1134-0;TRIUNVIRATO;SAN RAFAEL;GOUDGE;80%;Rural;SUR
Primario;Primario;Pública;36 - Primario;86;5000136;00;1136;0;1136-0;MAXIMILIANO LEIVA;GRAL. ALVEAR;GENERAL ALVEAR;80%;Rural;SUR
Primario;Primario;Pública;10 - Primario;87;5001166;0;1139;0;1139-0;CASEROS;GODOY CRUZ;GODOY CRUZ;10%;Urbano;CENTRO
Primario;Primario;Pública;35 - Primario;88;5000834;00;1140;0;1140-0;MAESTRO LUIS RAIMUNDO PONCE;GRAL. ALVEAR;LOS COMPARTOS;80%;Rural marginal;SUR
Primario;Primario;Pública;26 - Primario;90;5000394;0;1142;0;1142-0;CÉSAR JOSÉ MUSSE;RIVADAVIA;REDUCCIÓN DE ABAJO;110%;Rural;ESTE
Primario;Primario;Pública;36 - Primario;91;5000485;00;1146;0;1146-0;CARLOS L LAGOMAGGIORE;GRAL. ALVEAR;POSTE HIERRO;110%;Rural;SUR
Primario;Primario;Pública;41 - Primario;92;5001238;00;1147;0;1147-0;ADOLFO TULA;SAN CARLOS;LA CONSULTA;80%;Urbano;CENTRO-SUR
Primario;Primario;Pública;07 - Primario;93;5000258;0;1148;0;1148-0;PROVINCIA DE SALTA;GUAYMALLÉN;BUENA NUEVA;60%;Marginal;NORTE
Primario;Primario;Pública;58 - Primario;94;5000889;00;1149;0;1149-0;DR. ABRAHAM LEMOS;GUAYMALLÉN;LOS CORRALITOS;80%;Rural marginal;NORTE
Primario;Primario;Pública;45 - Primario;95;5000846;00;1150;0;1150-0;SILVANO RODRÍGUEZ DIAZ;GUAYMALLÉN;LA PRIMAVERA;80%;Rural;NORTE
Primario;Primario;Pública;45 - Primario;96;5000199;00;1151;0;1151-0;TENIENTE GENERAL RAFAEL AGUIRRE;GUAYMALLÉN;KM 8;80%;Rural marginal;NORTE
Primario;Primario;Pública;16 - Primario;97;5000930;0;1153;0;1153-0;PROVINCIA DE TUCUMÁN;LUJÁN DE CUYO;CARRODILLA;10%;Urbano marginal;CENTRO
Primario;Primario;Pública;16 - Primario;98;5000261;0;1154;0;1154-0;GENERAL E. MOSCONI;LUJÁN DE CUYO;LA PUNTILLA;10%;Urbano marginal;CENTRO
Primario;Primario;Pública;16 - Primario;99;5000271;0;1155;0;1155-0;ING. JUAN B. MARCHIONATTO;LUJÁN DE CUYO;CHACRAS DE CORIA;40%;Rural;CENTRO
Primario;Primario;Pública;16 - Primario;100;5000932;0;1156;0;1156-0;MARÍA SALOMÉ ALBERTI DE VEGA;LUJÁN DE CUYO;MAYOR DRUMMOND;60%;Rural;CENTRO
Primario;Primario;Pública;17 - Primario;101;5000210;0;1157;0;1157-0;JUAN BAUTISTA AZOPARDO;LUJÁN DE CUYO;AGRELO;110%;Rural;CENTRO
Primario;Primario;Pública;17 - Primario;102;5000211;0;1158;0;1158-0;GENERAL ESPEJO;LUJÁN DE CUYO;AGRELO;80%;Rural;CENTRO
Primario;Primario;Pública;23 - Primario;103;5000542;0;1160;0;1160-0;DR. JONAS EDWARD SALK;SAN MARTÍN;LAS CHIMBAS;110%;Rural;ESTE
Primario;Primario;Pública;24 - Primario;104;5001123;0;1161;0;1161-0;PATRIA;SAN MARTÍN;MONTECASEROS;80%;Rural;ESTE
Primario;Primario;Pública;15 - Primario;105;5000252;0;1166;0;1166-0;VALLE DE LAS BARRANCAS;MAIPÚ;LAS BARRANCAS;110%;Rural;CENTRO
Primario;Primario;Pública;53 - Primario;106;5000315;00;1167;0;1167-0;CAPITÁN DE NAVIO JUAN E. CANEPA;MAIPÚ;GENERAL ORTEGA;80%;Rural marginal;CENTRO
Primario;Primario;Pública;14 - Primario;107;5000322;0;1168;0;1168-0;FERNANDO SIMON;MAIPÚ;SAN ROQUE;80%;Urbano marginal;CENTRO
Primario;Primario;Pública;14 - Primario;108;5000253;0;1169;0;1169-0;EMILIO BARRERA;MAIPÚ;LAS BARRANCAS;80%;Rural;CENTRO
Primario;Primario;Pública;53 - Primario;109;5000526;00;1170;0;1170-0;DOMINGO ANTONIO BARRERA;MAIPÚ;RODEO DEL MEDIO;80%;Rural;CENTRO
Primario;Primario;Pública;38 - Primario;110;5000908;00;1171;0;1171-0;FUERZA AÉREA ARGENTINA;LAS HERAS;EL RESGUARDO;80%;Urbano marginal;NORTE
Primario;Primario;Pública;38 - Primario;111;5000877;00;1172;0;1172-0;MAESTRO CIRO ALBERTO MOLINA;LAS HERAS;EL PLUMERILLO;60%;Urbano marginal;NORTE
Primario;Primario;Pública;04 - Primario;112;5000167;0;1173;0;1173-0;PROVINCIA DE SAN JUAN;LAS HERAS;EL ALGARROBAL;80%;Urbano marginal;NORTE
Primario;Primario;Pública;40 - Primario;113;5000289;00;1174;0;1174-0;EDUCADORAS LOYOLA;JUNIN;ING GIAGNONI;80%;Urbano marginal;ESTE
Primario;Primario;Pública;40 - Primario;114;5000388;00;1175;0;1175-0;CATAMARCA;JUNIN;MUNDO NUEVO;80%;Rural;ESTE
Primario;Primario;Pública;40 - Primario;115;5000944;00;1176;0;1176-0;ALAS ARGENTINAS;JUNIN;PHILIPS;80%;Rural;ESTE
Primario;Primario;Pública;27 - Primario;116;5000398;0;1177;0;1177-0;CHUBUT;RIVADAVIA;SANTA MARÍA DE ORO;80%;Urbano marginal;ESTE
Primario;Primario;Pública;21 - Primario;117;5000383;0;1178;0;1178-0;FRANCISCO JAVIER MOYANO;JUNIN;JUNIN;110%;Rural;ESTE
Primario;Primario;Pública;27 - Primario;118;5000385;0;1179;0;1179-0;Bautista Gerónimo Gargantini;RIVADAVIA;CAMPAMENTOS;80%;Rural;ESTE
Primario;Primario;Pública;27 - Primario;119;5000400;0;1180;0;1180-0;FRAGATA LIBERTAD;RIVADAVIA;EL MIRADOR;110%;Rural;ESTE
Primario;Primario;Pública;28 - Primario;120;5000952;1;1181;0;1181-0;JUANA DE JESÚS AGUIRRE DE QUIROGA;LA PAZ;VILLA ANTIGUA;110%;Rural;ESTE
Primario;Primario;Pública;05 - Primario;121;5000406;0;1182;0;1182-0;VIRGEN DEL ROSARIO;LAVALLE;TRES DE MAYO;80%;Rural;NORTE
Primario;Primario;Pública;06 - Primario;122;5001006;0;1183;0;1183-0;CORREO ARGENTINO;LAVALLE;COSTA DE ARAUJO;80%;Rural;NORTE
Primario;Primario;Pública;42 - Primario;123;5001037;00;1184;0;1184-0;MAESTRO JOSÉ D. FERNANDEZ;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
Primario;Primario;Pública;30 - Primario;124;5001056;00;1185;0;1185-0;PROFESOR MANUEL JOSÉ ZAPATA;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano marginal;SUR
Primario;Primario;Pública;31 - Primario;125;5001047;00;1186;0;1186-0;DR. JUAN BENJAMIN TERAN;SAN RAFAEL;RAMA CAIDA;80%;Rural;SUR
Primario;Primario;Pública;42 - Primario;126;5000498;00;1187;0;1187-0;EMILIO TURQUI;SAN RAFAEL;LAS MALVINAS;110%;Rural;SUR
Primario;Primario;Pública;44 - Primario;127;5000292;00;1188;0;1188-0;ANGELINO ARENAS RAFFO;SANTA ROSA;LAS CATITAS;80%;Urbano;ESTE
Primario;Primario;Pública;19 - Primario;128;5000444;0;1189;0;1189-0;ANTONIO OLIVARES;SAN CARLOS;TRES ESQUINAS;110%;Rural;CENTRO-SUR
Primario;Primario;Pública;41 - Primario;129;5001236;00;1190;0;1190-0;MAESTROS ARGENTINOS;SAN CARLOS;LA CONSULTA;110%;Rural marginal;CENTRO-SUR
Primario;Primario;Pública;11 - Primario;130;5001179;0;1191;0;1191-0;JULIO LEONIDAS AGUIRRE;GODOY CRUZ;VILLA HIPODROMO;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;26 - Primario;131;5000393;0;1192;0;1192-0;SERAFIN SANTONI;RIVADAVIA;LIBERTAD;110%;Rural;ESTE
Primario;Primario;Pública;15 - Primario;132;5000251;0;1193;0;1193-0;JUAN BAUTISTA SILVA;MAIPÚ;LAS BARRANCAS;110%;Rural;CENTRO
Primario;Primario;Pública;15 - Primario;133;5000572;0;1194;0;1194-0;CÉSAR PALACIO;MAIPÚ;COQUIMBITO;60%;Rural;CENTRO
Primario;Primario;Pública;05 - Primario;134;5000412;0;1195;0;1195-0;PATRICIO SGUAZZINI;LAVALLE;TRES DE MAYO;110%;Rural;NORTE
Primario;Primario;Pública;47 - Primario;135;5000969;00;1196;0;1196-0;IGNACIO ÁLVAREZ;TUNUYÁN;LA PRIMAVERA;80%;Rural;CENTRO-SUR
Primario;Primario;Pública;47 - Primario;136;5000328;00;1197;0;1197-0;DR. VENTURA GALLEGOS;TUNUYÁN;COLONIA LAS ROSAS;80%;Rural;CENTRO-SUR
Primario;Primario;Pública;19 - Primario;137;5000443;0;1198;0;1198-0;VICENTE ORTIZ;SAN CARLOS;TRES ESQUINAS;110%;Rural marginal;CENTRO-SUR
Primario;Primario;Pública;05 - Primario;138;5000408;0;1199;0;1199-0;FRANCISCO ARIAS;LAVALLE;LA PEGA;80%;Rural;NORTE
Primario;Primario;Pública;45 - Primario;139;5000142;00;1200;0;1200-0;PEDRO NOLASCO ORTIZ;GUAYMALLÉN;LOS CORRALITOS;60%;Rural;NORTE
Primario;Primario;Pública;40 - Primario;140;5000521;00;1201;0;1201-0;JOSÉ M.MOLINA;JUNIN;PHILIPS;80%;Rural;ESTE
Primario;Primario;Pública;31 - Primario;141;5001042;00;1202;0;1202-0;MARTÍN ZAPATA;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
Primario;Primario;Pública;13 - Primario;142;5000226;0;1203;0;1203-0;JUAN CORNELIO MOYANO;MAIPÚ;MAIPÚ;60%;Urbano marginal;CENTRO
Primario;Primario;Pública;06 - Primario;143;5001008;0;1204;0;1204-0;RAMON ARRIETA;LAVALLE;GUSTAVO ANDRE;110%;Rural;NORTE
Primario;Primario;Pública;21 - Primario;144;5000287;0;1205;0;1205-0;RICARDO ALFREDO DAY;JUNIN;ALGARROBO GRANDE;80%;Rural marginal;ESTE
Primario;Primario;Pública;40 - Primario;145;5000389;00;1206;0;1206-0;DR. PEDRO SERPES;JUNIN;ALGARROBO GRANDE;80%;Rural;ESTE
Primario;Primario;Pública;29 - Primario;146;5000691;0;1207;0;1207-0;MANUEL ANTONIO SÁEZ;SAN RAFAEL;SAN RAFAEL - CIUDAD;60%;Urbano;SUR
Primario;Primario;Pública;13 - Primario;147;5000249;0;1208;0;1208-0;LISANDRO AGUIRRE;MAIPÚ;MAIPÚ;10%;Urbano;CENTRO
Primario;Primario;Pública;39 - Primario;148;5000912;00;1209;0;1209-0;REPÚBLICA DE MÉXICO;LUJÁN DE CUYO;LAS COMPUERTAS;80%;Rural;CENTRO
Primario;Primario;Pública;45 - Primario;149;5000144;00;1210;0;1210-0;CORONEL JOSE FÉLIX BOGADO;GUAYMALLÉN;KM 11;80%;Rural;NORTE
Primario;Primario;Pública;35 - Primario;150;5000840;00;1211;0;1211-0;CARLOS MARÍA DE ALVEAR;GRAL. ALVEAR;GENERAL ALVEAR;40%;Urbano;SUR
Primario;Primario;Pública;39 - Primario;151;5000241;00;1212;0;1212-0;ANTONIO ZINNY;LUJÁN DE CUYO;LUJÁN;40%;Marginal;CENTRO
Primario;Primario;Pública;04 - Primario;152;5000861;0;1213;0;1213-0;CAP.LUIS C. CANDELARIA;LAS HERAS;EL ALGARROBAL;80%;Rural;NORTE
Primario;Primario;Pública;14 - Primario;153;5000960;0;1214;0;1214-0;GRAL.NICOLÁS PLANTAMURA;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
Primario;Primario;Pública;16 - Primario;154;5000941;0;1216;0;1216-0;NICOLÁS AVELLANEDA;LUJÁN DE CUYO;LUJÁN;60%;Urbano;CENTRO
Primario;Primario;Pública;27 - Primario;156;5000954;0;1218;0;1218-0;LUIS ARGENTINO PIAGGIO;RIVADAVIA;LA CENTRAL;110%;Rural;ESTE
Primario;Primario;Pública;31 - Primario;157;5000686;00;1219;0;1219-0;MAESTRO VÍCTOR MANUEL PÁEZ MONZÓN;SAN RAFAEL;RAMA CAIDA;80%;Rural;SUR
Primario;Primario;Pública;10 - Primario;158;5001174;0;1220;0;1220-0;MISIONES;GODOY CRUZ;GOBERNADOR BENEGAS;10%;Urbano;CENTRO
Primario;Primario;Pública;48 - Primario;159;5000496;00;1221;0;1221-0;MAESTRO TEOFILO QUIROGA;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
Primario;Primario;Pública;31 - Primario;160;5001217;00;1222;0;1222-0;ADELA NIETO OJEDA DE POBLET;SAN RAFAEL;CUADRO BENEGAS;110%;Rural;SUR
Primario;Primario;Pública;42 - Primario;161;5000454;00;1223;0;1223-0;GENDARMERIA NACIONAL;SAN RAFAEL;VILLA ATUEL;110%;Rural;SUR
Primario;Primario;Pública;48 - Primario;162;5000488;00;1224;0;1224-0;LOS ANDES;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
Primario;Primario;Pública;34 - Primario;163;5000453;00;1225;0;1225-0;RÍO BAMBA;SAN RAFAEL;JAIME PRATS;110%;Rural;SUR
