Escuela_ID;Número;Escuela;Nivel;Nivel_Unificado;Gestión;Supervisión;Departamento;Localidad;zona;AMBITO;Regional
193;1255;REPÚBLICA DEL PARAGUAY;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;LA LLAVE;110%;Rural;SUR
194;1256;REPÚBLICA DE CHILE;Primario;Primario;Pública;01 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;60%;Marginal;NORTE
195;1257;MIGUEL ESCORIHUELA GASCON;Primario;Primario;Pública;26 - Primario;RIVADAVIA;ANDRADE;80%;Rural;ESTE
196;1258;TORIBIO LUZURIAGA;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;JAIME PRATS;110%;Rural;SUR
197;1259;DR. CARLOS N. VERGARA;Primario;Primario;Pública;01 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;10%;Urbano;NORTE
198;1260;SALVADOR BENJAMIN RETA;Primario;Primario;Pública;21 - Primario;JUNIN;ALGARROBO GRANDE;110%;Rural;ESTE
199;1261;JUAN CRUZ VARELA;Primario;Primario;Pública;05 - Primario;LAVALLE;TRES DE MAYO;110%;Rural marginal;NORTE
200;1262;ALFREDO RODOLFO BUFANO;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Marginal;SUR
201;1263;LOS INMIGRANTES;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;BOWEN;110%;Rural;SUR
202;1264;PEDRO JOSÉ VIDELA;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;EL CARRIZAL;110%;Rural;CENTRO
203;1265;JUAN IGNACIO MORON;Primario;Primario;Pública;05 - Primario;LAVALLE;COLONIA ITALIA;110%;Rural;NORTE
204;1266;JOSEFA CORREAS;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;LAS PAREDES;80%;Rural;SUR
205;1267;FLORENTINO AMEGHINO;Primario;Primario;Pública;36 - Primario;SAN RAFAEL;PUNTA DE AGUA;110%;Rural;SUR
206;1268;JOSÉ PEDRO VARELA;Primario;Primario;Pública;53 - Primario;MAIPÚ;RODEO DEL MEDIO;80%;Marginal;CENTRO
207;1269;OSVALDO MAGNASCO;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;CAÑADA SECA;110%;Rural marginal;SUR
208;1270;RODOLFO ISELIN;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;SUR
209;1271;PEDRO GOYENA;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;CAÑADA SECA;80%;Rural;SUR
210;1272;DOMINGO BOMBAL;Primario;Primario;Pública;02 - Primario;CAPITAL;3º SECCION - PARQUE O'HIGGINS;10%;Urbano;NORTE
211;1273;IGNACIO FERMIN RODRÍGUEZ;Primario;Primario;Pública;18 - Primario;TUNUYÁN;VISTA FLORES;80%;Rural;CENTRO-SUR
212;1274;REMEDIOS E. DE SAN MARTÍN;Primario;Primario;Pública;53 - Primario;MAIPÚ;RODEO DEL MEDIO;80%;Rural;CENTRO
213;1275;JOSE MANUEL ESTRADA;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;PEDRO MOLINA;10%;Urbano;NORTE
214;1276;DR. CARLOS CHAGAS;Primario;Primario;Pública;06 - Primario;LAVALLE;LA PALMERA;110%;Rural;NORTE
215;1277;DEAN GREGORIO FUNES;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;LA ESCANDINAVA;110%;Rural;SUR
216;1278;DOMINGO F. SARMIENTO;Primario;Primario;Pública;54 - Primario;CAPITAL;5º SECCION -  RESIDENCIAL SUR;10%;Urbano;NORTE
217;1279;FRAY BENITO LAMAS;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;BUENA NUEVA;80%;Urbano marginal;NORTE
218;1280;BERNARDO QUIROGA;Primario;Primario;Pública;19 - Primario;SAN CARLOS;EUGENIO BUSTOS;80%;Urbano;CENTRO-SUR
219;1281;SIMON CHAVES;Primario;Primario;Pública;06 - Primario;LAVALLE;EL VERGEL;110%;Rural;NORTE
220;1282;FRANCISCO J. MOYANO;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL BORBOLLÓN;80%;Rural;NORTE
221;1283;JOSÉ ALBERTO DE OZAMIS;Primario;Primario;Pública;13 - Primario;MAIPÚ;MAIPÚ;60%;Marginal;CENTRO
222;1284;JUAN GUALBERTO GODOY;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;LAS CHIMBAS;110%;Rural;ESTE
223;1285;JUAN DE GARAY;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;CUADRO NACIONAL;110%;Rural;SUR
224;1286;DARDO ROCHA;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;BOWEN;110%;Rural;SUR
227;1289;VIRGINIA CORREA;Primario;Primario;Pública;06 - Primario;LAVALLE;COSTA DE ARAUJO;110%;Rural;NORTE
228;1290;CONSTANCIO C VIGIL;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;40%;Urbano;SUR
229;1291;JOSÉ VILLANUEVA;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;40%;Urbano;SUR
230;1292;LEY 2476;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;ALTO SALVADOR;80%;Rural;ESTE
231;1293;GABRIELA MISTRAL;Primario;Primario;Pública;47 - Primario;TUNUYÁN;LA PRIMAVERA;110%;Rural;CENTRO-SUR
232;1294;JULIAN CORREAS;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;CAÑADA SECA;80%;Rural;SUR
233;1295;BENITO LYNCH;Primario;Primario;Pública;19 - Primario;SAN CARLOS;PAREDITAS;110%;Rural;CENTRO-SUR
234;1296;MAESTRO JUAN MANUEL GAMBOA;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;RAMA CAIDA;110%;Marginal;SUR
235;1297;DANIEL BUSTELO;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;CUADRO NACIONAL;80%;Rural;SUR
236;1298;JOSÉ HERNANDEZ;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;EL CENTRAL;110%;Rural;ESTE
237;1299;FUERTE NUEVO;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;EL CEIBO;110%;Rural;SUR
238;1300;ROSA ARENAS DE MOYANO;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;80%;Rural;CENTRO-SUR
239;1301;COMODORO PEDRO ZANNI;Primario;Primario;Pública;44 - Primario;SANTA ROSA;SANTA ROSA (CIUDAD);80%;Rural;ESTE
240;1302;RAFAEL MAULEON CASTILLO;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;RAMA CAIDA;110%;Rural;SUR
241;1303;EUGENIO PETRI;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;ALTO SALVADOR;110%;Rural;ESTE
242;1304;LUIS BALDINI;Primario;Primario;Pública;17 - Primario;LUJÁN DE CUYO;UGARTECHE;80%;Rural;CENTRO
243;1305;MONSEÑOR JOSÉ GODOY;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;80%;Rural;SUR
244;1306;JOSE BRUNO MORÓN;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;COLONIA SEGOVIA;80%;Urbano marginal;NORTE
245;1307;PRESIDENTE SANTIAGO DERQUI;Primario;Primario;Pública;06 - Primario;LAVALLE;COSTA DE ARAUJO;80%;Rural;NORTE
246;1308;POLICIA FEDERAL ARGENTINA;Primario;Primario;Pública;06 - Primario;LAVALLE;EL CHILCAL;80%;Rural;NORTE
247;1309;ARMADA ARGENTINA;Primario;Primario;Pública;30 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;SUR
248;1310;SOTERO ARIZU;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;VILLA ATUEL;80%;Rural marginal;SUR
250;1313;BEATRIZ FALCITELLI;Primario;Primario;Pública;01 - Primario;CAPITAL;4º SECCION;10%;Urbano;NORTE
251;1314;FRAY JUSTO SANTA MARÍA DE ORO;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;SAN MARTÍN;40%;Urbano;ESTE
252;1315;ISAAC ESPINOLA;Primario;Primario;Pública;30 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;SUR
253;1316;Edmundo De Amicis;Primario;Primario;Pública;01 - Primario;CAPITAL;6º SECCION - RESIDENCIAL NORTE;10%;Urbano;NORTE
254;1317;REPÚBLICA DE VENEZUELA;Primario;Primario;Pública;06 - Primario;LAVALLE;EL CARMEN;110%;Rural;NORTE
255;1318;REPÚBLICA DEL ECUADOR;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;80%;Rural;CENTRO
256;1319;ALAS ARGENTINAS;Primario;Primario;Pública;35 - Primario;GRAL. ALVEAR;GENERAL ALVEAR;80%;Urbano marginal;SUR
257;1320;CRISTÓBAL COLÓN;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;POTRERILLOS;110%;Rural frontera;CENTRO
258;1321;BALBINO ARIZU;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;VILLA ATUEL;80%;Urbano;SUR
259;1322;JUAN EUGENIO SERÚ;Primario;Primario;Pública;13 - Primario;MAIPÚ;GENERAL GUTIÉRREZ;40%;Urbano;CENTRO
260;1323;NORBERTO PIÑERO;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
261;1324;PEDRO JULIAN ORTIZ;Primario;Primario;Pública;55 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano marginal;SUR
262;1325;GRAL MANUEL CORVALAN SOTOMAYOR;Primario;Primario;Pública;30 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;SUR
263;1326;BERNARDO DE IRIGOYEN;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;LA ESCANDINAVA;110%;Rural;SUR
264;1327;DRA.ELVIRA R.DE DELLEPIANE;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL RESGUARDO;80%;Marginal;NORTE
265;1328;JOSÉ S. ÁLVAREZ;Primario;Primario;Pública;15 - Primario;MAIPÚ;COLONIA IRIGOYEN;80%;Rural;CENTRO
266;1329;OLEGARÍO VÍCTOR ANDRADE;Primario;Primario;Pública;29 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;10%;Urbano;SUR
267;1330;PASCUAL TOSO;Primario;Primario;Pública;15 - Primario;MAIPÚ;LAS BARRANCAS;110%;Rural;CENTRO
268;1331;VICENTE FIDEL LÓPEZ;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;NUEVA CALIFORNIA;110%;Rural;ESTE
269;1333;CNEL. JUAN ESTEBAN RODRÍGUEZ;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;SAN MARTÍN;80%;Marginal;ESTE
270;1334;JUAN BAUTISTA AMBROSETTI;Primario;Primario;Pública;36 - Primario;SAN RAFAEL;REAL DEL PADRE;110%;Rural;SUR
271;1335;JAVIER MARTÍNEZ DE ROSAS;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL PASTAL;80%;Rural;NORTE
273;1337;JUAN FRANCISCO COBO;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;GODOY CRUZ;60%;Urbano marginal;CENTRO
274;1338;MIGUEL DE UNAMUNO;Primario;Primario;Pública;15 - Primario;MAIPÚ;RODEO DEL MEDIO;110%;Rural;CENTRO
275;1339;REPÚBLICA DE COLOMBIA;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;PALMIRA;80%;Urbano marginal;ESTE
276;1340;INGENIERO GUSTAVO ANDRE;Primario;Primario;Pública;06 - Primario;LAVALLE;GUSTAVO ANDRE;110%;Rural;NORTE
277;1341;DR. LUIS DELLEPIANE;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;CUADRO BENEGAS;110%;Rural;SUR
278;1342;HORACIO MANN;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;GOUDGE;110%;Rural;SUR
279;1343;FRANCISCO MIRANDA;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
280;1344;CARLOS OCTAVIO BUNGE;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;LAS MALVINAS;110%;Rural marginal;SUR
281;1345;MARTÍNIANO LEGUIZAMON;Primario;Primario;Pública;44 - Primario;SANTA ROSA;LAS CATITAS;110%;Rural;ESTE
282;1346;DR. CARLOS SAAVEDRA LAMAS;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;MONTECASEROS;110%;Rural;ESTE
283;1347;HERMANA SARA MOLINA;Primario;Primario;Pública;38 - Primario;LAS HERAS;EL RESGUARDO;80%;Urbano marginal;NORTE
284;1348;DR. MANUEL BERMEJO;Primario;Primario;Pública;40 - Primario;JUNIN;MEDRANO;110%;Rural;ESTE
285;1349;MAESTROS MENDOCINOS;Primario;Primario;Pública;06 - Primario;LAVALLE;LAS VIOLETAS;80%;Rural;NORTE
286;1350;MAESTRO DAGOBERTO VEGA;Primario;Primario;Pública;41 - Primario;SAN CARLOS;CAPIZ ALTO;110%;Rural;CENTRO-SUR
287;1351;SAN JUAN BOSCO;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;CUADRO NACIONAL;80%;Rural;SUR
288;1352;GOBERNADOR GONZÁLEZ;Primario;Primario;Pública;03 - Primario;LAS HERAS;PANQUEHUA;80%;Rural;NORTE
289;1353;CLEMENTE SARMIENTO;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;110%;Rural;SUR
290;1354;ALFREDO CHACON;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;80%;Rural;CENTRO-SUR
292;1356;VICTORIANO MONTES;Primario;Primario;Pública;10 - Primario;GODOY CRUZ;SAN FRANCISCO DEL MONTE;10%;Urbano;CENTRO
293;1357;HORTENSIO OJEDA;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;80%;Urbano marginal;SUR
294;1358;ISLAS MALVINAS;Primario;Primario;Pública;04 - Primario;LAS HERAS;EL ZAPALLAR;10%;Urbano;NORTE
295;1359;TTE. CNEL. FRANCISCO DE SALES TORRES;Primario;Primario;Pública;41 - Primario;SAN CARLOS;SAN CARLOS;110%;Rural;CENTRO-SUR
296;1360;FLAVIO FERRARI;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;PUENTE DE HIERRO;80%;Rural marginal;NORTE
297;1362;JOSÉ CARLETTO;Primario;Primario;Pública;22 - Primario;SAN MARTÍN;DIVISADERO;110%;Rural;ESTE
298;1364;DR. JOSÉ CEFERINO PALMA;Primario;Primario;Pública;20 - Primario;TUPUNGATO;LA CARRERA;110%;Rural frontera;CENTRO-SUR
299;1367;EL CHACAY;Primario;Primario;Pública;37 - Primario;MALARGÜE;LOS MOLLES;110%;Rural frontera;SUR
300;1368;PROF. JOSÉ RAMON AMOROSO;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;CUADRO BENEGAS;110%;Rural;SUR
301;1369;MALVINAS ARGENTINAS;Primario;Primario;Pública;18 - Primario;TUNUYÁN;VISTA FLORES;110%;Rural;CENTRO-SUR
302;1370;MAESTRO ALBERTO R. ACEVEDO;Primario;Primario;Pública;26 - Primario;RIVADAVIA;REDUCCIÓN DE ARRIBA;110%;Rural;ESTE
303;1371;FRANCISCO CIVIT;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;EL RAMBLON;110%;Rural;ESTE
304;1372;GAUCHOS DE GUEMES;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;LA MARZOLINA;110%;Rural;SUR
305;1373;DR. BERNARDO MONTEAGUDO;Primario;Primario;Pública;05 - Primario;LAVALLE;JOCOLÍ;110%;Rural;NORTE
306;1374;PETROLEROS DEL SUR;Primario;Primario;Pública;37 - Primario;MALARGÜE;LAS JUNTAS;110%;Rural frontera;SUR
307;1375;JOSÉ PEDRONI;Primario;Primario;Pública;47 - Primario;TUNUYÁN;LA PUNTILLA;110%;Rural;CENTRO-SUR
308;1376;FELICIANO CHICLANA;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;LA LLAVE;110%;Rural;SUR
309;1377;PRILIDIANO PUEYRREDÓN;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;VILLA ATUEL;110%;Rural marginal;SUR
310;1378;MAESTRO OSWALDO P .J. ARONNE;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;JAIME PRATS;110%;Rural;SUR
311;1379;HILDA CELESTE AMBROSINI;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
312;1380;CLOTILDE GUILLEN DE REZZANO;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;110%;Rural;CENTRO-SUR
313;1381;SALVADOR GIUFFRIDA;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;BOWEN;80%;Rural;SUR
314;1385;GUILLERMO CANO;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;SAN JOSÉ;10%;Urbano;NORTE
315;1386;JERONIMO F.REZZOAGLI;Primario;Primario;Pública;40 - Primario;JUNIN;PHILIPS;110%;Rural;ESTE
316;1387;MANUEL LEMOS;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;110%;Rural;CENTRO-SUR
317;1389;ARISTOBULO DEL VALLE;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;BOWEN;80%;Rural;SUR
318;1390;EJÉRCITO LIBERTADOR;Primario;Primario;Pública;50 - Primario;LAS HERAS;PUNTA DE VACAS;110%;Rural frontera;NORTE
319;1391;SIMÓN CRUZ GUEVARA - VILUCO;Primario;Primario;Pública;19 - Primario;SAN CARLOS;CHILECITO;110%;Rural;CENTRO-SUR
320;1392;JUAN QUILES;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;MONTE COMAN;110%;Rural;SUR
321;1393;JOSÉ MÁRMOL;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;110%;Rural;SUR
322;1394;FUNDACIÓN CASIANO RENTERIA;Primario;Primario;Pública;42 - Primario;SAN RAFAEL;VILLA ATUEL;80%;Rural;SUR
323;1395;PEDRO DE MENDOZA;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;CAÑADA SECA;110%;Rural;SUR
324;1396;CLODOMIRO GIMENEZ;Primario;Primario;Pública;14 - Primario;MAIPÚ;FRAY LUIS BELTRÁN;110%;Rural;CENTRO
325;1397;TOMÁS THOMAS;Primario;Primario;Pública;46 - Primario;SAN MARTÍN;BUEN ORDEN;80%;Rural;ESTE
326;1398;REPÚBLICA DEL BRASIL;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;JAIME PRATS;80%;Rural;SUR
327;1399;TIERRA DEL FUEGO;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;JAIME PRATS;80%;Rural;SUR
328;1400;BANDERA DE LOS ANDES;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;LA ESCANDINAVA;110%;Rural;SUR
329;1401;REPÚBLICA DE BOLIVIA;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;CUADRO NACIONAL;80%;Urbano marginal;SUR
330;1402;ENRIQUE TITTARELLI;Primario;Primario;Pública;26 - Primario;RIVADAVIA;LIBERTAD;110%;Rural;ESTE
331;1403;JUAN HIPÓLITO VIEYTES;Primario;Primario;Pública;26 - Primario;RIVADAVIA;LIBERTAD;80%;Rural;ESTE
332;1405;MARGARITA ULLOA;Primario;Primario;Pública;45 - Primario;GUAYMALLÉN;LA PRIMAVERA;60%;Rural;NORTE
333;1406;ELIDA C DE PESSANO;Primario;Primario;Pública;30 - Primario;SAN RAFAEL;SAN RAFAEL - CIUDAD;60%;Urbano marginal;SUR
334;1407;JORGE ALBERTO CALLE;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;DORREGO;10%;Urbano;NORTE
335;1408;REPÚBLICA DEL PERÚ;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;GODOY CRUZ;10%;Urbano;CENTRO
336;1409;SANTIAGO APOSTOL;Primario;Primario;Pública;21 - Primario;JUNIN;MEDRANO;110%;Rural;ESTE
337;1410;ANDRÉS FERREYRA;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;NUEVA CIUDAD;10%;Urbano;NORTE
338;1411;GENERAL TOMÁS GUIDO;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;110%;Rural;SUR
339;1412;CORREO SALINAS;Primario;Primario;Pública;50 - Primario;LAS HERAS;USPALLATA;110%;Rural frontera;NORTE
340;1413;JUAN ENRIQUE PESTALOZZI;Primario;Primario;Pública;58 - Primario;GUAYMALLÉN;COLONIA MOLINA;80%;Rural marginal;NORTE
341;1414;ANTONIO LUIS BERUTTI;Primario;Primario;Pública;15 - Primario;MAIPÚ;LAS BARRANCAS;110%;Rural;CENTRO
342;1415;BARRANCAS DEL PARANA;Primario;Primario;Pública;31 - Primario;SAN RAFAEL;RAMA CAIDA;80%;Rural;SUR
343;1416;MANUEL RUANO;Primario;Primario;Pública;18 - Primario;TUNUYÁN;EL TOTORAL;80%;Rural;CENTRO-SUR
344;1418;MONSEÑOR JOSE A. VERDAGUER;Primario;Primario;Pública;09 - Primario;GUAYMALLÉN;DORREGO;10%;Urbano;NORTE
345;1419;EMAUS;Primario;Primario;Pública;11 - Primario;GODOY CRUZ;PTE. SARMIENTO;80%;Urbano marginal;CENTRO
346;1420;RICARDO BÁEZ;Primario;Primario;Pública;03 - Primario;LAS HERAS;PANQUEHUA;60%;Urbano marginal;NORTE
347;1421;REPÚBLICA ORIENTAL DEL URUGUAY;Primario;Primario;Pública;50 - Primario;LAS HERAS;LAS HERAS;40%;Urbano marginal;NORTE
348;1422;JUANA SEGURA;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;110%;Rural;SUR
349;1423;MTRO.ANGEL MAXIMO DURIGUTTI;Primario;Primario;Pública;27 - Primario;RIVADAVIA;CAMPAMENTOS;110%;Rural;ESTE
351;1425;ING AUGUSTO ROSSEL;Primario;Primario;Pública;43 - Primario;SAN RAFAEL;EL NIHUIL;110%;Rural;SUR
352;1426;JOSÉ HERNÁNDEZ;Primario;Primario;Pública;47 - Primario;TUNUYÁN;TUNUYÁN;40%;Urbano;CENTRO-SUR
353;1427;TOMÁS PRISCO;Primario;Primario;Pública;40 - Primario;JUNIN;LA COLONIA;80%;Urbano marginal;ESTE
354;1428;SARGENTO BAIGORRIA;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Rural marginal;SUR
355;1429;ANGEL FURLOTTI;Primario;Primario;Pública;41 - Primario;SAN CARLOS;LA CONSULTA;110%;Rural;CENTRO-SUR
356;1430;CAP. DE FRAGATA CARLOS A. NEGRI;Primario;Primario;Pública;39 - Primario;LUJÁN DE CUYO;POTRERILLOS;110%;Rural;CENTRO
357;1431;CLOTILDE LANNE DE CIBERT;Primario;Primario;Pública;18 - Primario;TUNUYÁN;LOS ARBOLES;110%;Rural;CENTRO-SUR
358;1432;PRESBÍTERO PEDRO PASCUAL OLGUIN;Primario;Primario;Pública;27 - Primario;RIVADAVIA;CAMPAMENTOS;110%;Rural;ESTE
359;1433;CRUZ ROJA ARGENTINA;Primario;Primario;Pública;36 - Primario;GRAL. ALVEAR;BOWEN;80%;Rural;SUR
360;1434;PRESIDENTE YRIGOYEN;Primario;Primario;Pública;47 - Primario;TUNUYÁN;CAMPO DE LOS ANDES;110%;Rural;CENTRO-SUR
362;1437;EMILIA HERRERA DE TORO;Primario;Primario;Pública;20 - Primario;TUPUNGATO;TUPUNGATO;80%;Urbano;CENTRO-SUR
363;1438;CAPITÁN JOSÉ LEON LEMOS;Primario;Primario;Pública;37 - Primario;MALARGÜE;MALARGÜE;80%;Urbano;SUR
364;1439;CAP.FRAGATA CARLOS M.MOYANO;Primario;Primario;Pública;56 - Primario;TUPUNGATO;EL ZAMPAL;110%;Rural;CENTRO-SUR
365;1440;FUERTE SAN RAFAEL;Primario;Primario;Pública;34 - Primario;SAN RAFAEL;REAL DEL PADRE;80%;Rural;SUR
366;1441;CLOTILDE DEL VALLE DE UBEDA;Primario;Primario;Pública;27 - Primario;RIVADAVIA;RIVADAVIA;80%;Urbano marginal;ESTE
367;1442;COLÓNIZADOR VICENTE LÓPEZ;Primario;Primario;Pública;32 - Primario;SAN RAFAEL;GOUDGE;110%;Rural;SUR
368;1444;TEODORO SCHESTAKOW;Primario;Primario;Pública;33 - Primario;SAN RAFAEL;CUADRO NACIONAL;110%;Rural;SUR
369;1445;JOSÉ VIDELA CASTILLO;Primario;Primario;Pública;24 - Primario;SAN MARTÍN;EL RAMBLON;80%;Rural;ESTE
370;1446;CUSTODIA ZULOAGA;Primario;Primario;Pública;14 - Primario;MAIPÚ;SAN ROQUE;110%;Rural;CENTRO
371;1447;PEDRO JULIAN BOMBAL;Primario;Primario;Pública;52 - Primario;SAN RAFAEL;EL CERRITO;80%;Rural;SUR
372;1449;MANUEL IGNACIO MOLINA;Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;PEDRO MOLINA;80%;Urbano marginal;NORTE
373;1450;ANA MARÍA STEINDL;Primario;Primario;Pública;18 - Primario;TUNUYÁN;EL ALGARROBO;110%;Rural;CENTRO-SUR
374;1451;ALBERTO GINO MARIO GRECO;Primario;Primario;Pública;56 - Primario;TUPUNGATO;SANTA CLARA;110%;Rural frontera;CENTRO-SUR
375;1452;JOAQUIN COSTA;Primario;Primario;Pública;06 - Primario;LAVALLE;GUSTAVO ANDRE;110%;Rural;NORTE
378;1455;LIBERTADOR DE LOS ANDES;Primario;Primario;Pública;01 - Primario;CAPITAL;4º SECCION;10%;Urbano;NORTE
379;1456;AGUSTÍN ÁLVAREZ;Primario;Primario;Pública;12 - Primario;GODOY CRUZ;VILLA HIPODROMO;60%;Marginal;CENTRO
380;1457;LEOPOLDO ZULOAGA;Primario;Primario;Pública;53 - Primario;MAIPÚ;GENERAL GUTIÉRREZ;60%;Urbano marginal;CENTRO
381;1458;LEGADO PASCUAL IACCARINI;Primario;Primario;Pública;48 - Primario;SAN RAFAEL;LAS PAREDES;80%;Rural marginal;SUR
382;1459;GUAYMARÉ (EX ALTE. BROWN);Primario;Primario;Pública;08 - Primario;GUAYMALLÉN;BERMEJO;80%;Urbano marginal;NORTE
383;1460;LIBERTAD;Primario;Primario;Pública;19 - Primario;SAN CARLOS;PAREDITAS;110%;Rural;CENTRO-SUR
384;1461;RICARDO ROJAS;Primario;Primario;Pública;01 - Primario;CAPITAL;4º SECCION;10%;Urbano;NORTE
385;1462;MARCOS SASTRE;Primario;Primario;Pública;23 - Primario;SAN MARTÍN;PALMIRA;60%;Urbano;ESTE
386;1463;JOSE MARTI;Primario;Primario;Pública;57 - Primario;GUAYMALLÉN;DORREGO;10%;Urbano marginal;NORTE
387;1464;PROVINCIA DE SAN LUIS;Primario;Primario;Pública;49 - Primario;GRAL. ALVEAR;BOWEN;110%;Rural;SUR
388;1465;DR. EDUARDO JENNER;Primario;Primario;Pública;44 - Primario;SANTA ROSA;LA DORMIDA;110%;Rural;ESTE
390;1467;GUILLERMO MARCONI;Primario;Primario;Pública;20 - Primario;TUPUNGATO;LA ARBOLEDA;110%;Rural;CENTRO-SUR
391;1471;TITO O. LACIAR;Primario;Primario;Pública;07 - Primario;GUAYMALLÉN;VILLA NUEVA;10%;Urbano;NORTE
392;1472;SARGENTO CABRAL;Primario;Primario;Pública;03 - Primario;LAS HERAS;LA CIENEGUITA;10%;Urbano;NORTE
